Country,Year,Cases
United States,1990,243000
United States,1991,214000
United States,1992,219500
United States,1993,225000
United States,1994,239500
United States,1995,249000
United States,1996,259000
United States,1997,279500
United States,1998,296750
United States,1999,322000
United States,2000,343750
United States,2001,371250
United States,2002,398750
United States,2003,443500
United States,2004,500250
United States,2005,572500
United States,2006,682250
United States,2007,803000
United States,2008,975500
United States,2009,1099250
United States,2010,1337600
United States,2011,1652250
United States,2012,1989750
United States,2013,2365000
United States,2014,2463750
United States,2015,2893250
United States,2016,3337500
Ireland,1990,537500
Ireland,1991,546000
Ireland,1992,513000
Ireland,1993,524500
Ireland,1994,526000
Ireland,1995,517500
Ireland,1996,536350
Ireland,1997,545050
Ireland,1998,546000
Ireland,1999,583100
Ireland,2000,586350
Ireland,2001,584650
Ireland,2002,564900
Ireland,2003,475400
Ireland,2004,472950
Ireland,2005,471400
Ireland,2006,470500
Ireland,2007,473400
Ireland,2008,448000
Ireland,2009,404400
Ireland,2010,404300
Ireland,2011,426100
Ireland,2012,484450
Ireland,2013,468800
Ireland,2014,413870
Ireland,2015,434600
Ireland,2016,444200
France,1990,92000
France,1991,118000
France,1992,137000
France,1993,151000
France,1994,161000
France,1995,181000
France,1996,225000
France,1997,255000
France,1998,289000
France,1999,327000
France,2000,340000
France,2001,393000
France,2002,399500
France,2003,398000
France,2004,398000
France,2005,379000
France,2006,379750
France,2007,370250
France,2008,370000
France,2009,353000
France,2010,380000
France,2011,376000
France,2012,365250
France,2013,364000
France,2014,364000
France,2015,358250
France,2016,345250
South Africa,1990,7000
South Africa,1991,6500
South Africa,1992,7000
South Africa,1993,8000
South Africa,1994,9500
South Africa,1995,11500
South Africa,1996,20500
South Africa,1997,24750
South Africa,1998,26250
South Africa,1999,29500
South Africa,2000,30250
South Africa,2001,34000
South Africa,2002,36500
South Africa,2003,40500
South Africa,2004,62000
South Africa,2005,87500
South Africa,2006,131000
South Africa,2007,168000
South Africa,2008,195000
South Africa,2009,200500
South Africa,2010,208000
South Africa,2011,209500
South Africa,2012,211250
South Africa,2013,229000
South Africa,2014,243750
South Africa,2015,278750
South Africa,2016,308250
Russia,1990,
Russia,1991,750
Russia,1992,1250
Russia,1993,2750
Russia,1994,3500
Russia,1995,5000
Russia,1996,6000
Russia,1997,9000
Russia,1998,8000
Russia,1999,6000
Russia,2000,7500
Russia,2001,10000
Russia,2002,12000
Russia,2003,14000
Russia,2004,21500
Russia,2005,37800
Russia,2006,59250
Russia,2007,97750
Russia,2008,136750
Russia,2009,124650
Russia,2010,171500
Russia,2011,292600
Russia,2012,345200
Russia,2013,367600
Russia,2014,427500
Russia,2015,277700
Russia,2016,280250
Germany,1990,80000
Germany,1991,85000
Germany,1992,98000
Germany,1993,89000
Germany,1994,96500
Germany,1995,84500
Germany,1996,91750
Germany,1997,90000
Germany,1998,92750
Germany,1999,99500
Germany,2000,107100
Germany,2001,112950
Germany,2002,113200
Germany,2003,118400
Germany,2004,137300
Germany,2005,135650
Germany,2006,136550
Germany,2007,146000
Germany,2008,168000
Germany,2009,165300
Germany,2010,182200
Germany,2011,224500
Germany,2012,246750
Germany,2013,277500
Germany,2014,293500
Germany,2015,285500
Germany,2016,279000
United Kingdom,1990,110000
United Kingdom,1991,110000
United Kingdom,1992,115000
United Kingdom,1993,125000
United Kingdom,1994,140500
United Kingdom,1995,151000
United Kingdom,1996,149800
United Kingdom,1997,163000
United Kingdom,1998,174000
United Kingdom,1999,185400
United Kingdom,2000,196300
United Kingdom,2001,209750
United Kingdom,2002,233300
United Kingdom,2003,238950
United Kingdom,2004,245500
United Kingdom,2005,253750
United Kingdom,2006,250000
United Kingdom,2007,256500
United Kingdom,2008,266000
United Kingdom,2009,262000
United Kingdom,2010,276000
United Kingdom,2011,246500
United Kingdom,2012,238750
United Kingdom,2013,245500
United Kingdom,2014,249250
United Kingdom,2015,264250
United Kingdom,2016,274500
Czech Republic,1990,
Czech Republic,1991,
Czech Republic,1992,
Czech Republic,1993,500
Czech Republic,1994,1000
Czech Republic,1995,2250
Czech Republic,1996,6250
Czech Republic,1997,11000
Czech Republic,1998,18250
Czech Republic,1999,17750
Czech Republic,2000,24000
Czech Republic,2001,28950
Czech Republic,2002,34000
Czech Republic,2003,38660
Czech Republic,2004,50720
Czech Republic,2005,61480
Czech Republic,2006,79150
Czech Republic,2007,101950
Czech Republic,2008,115950
Czech Republic,2009,136250
Czech Republic,2010,115000
Czech Republic,2011,135000
Czech Republic,2012,135650
Czech Republic,2013,154000
Czech Republic,2014,172500
Czech Republic,2015,182500
Czech Republic,2016,197500
Canada,1990,21850
Canada,1991,22250
Canada,1992,21000
Canada,1993,20350
Canada,1994,21100
Canada,1995,21250
Canada,1996,23000
Canada,1997,21400
Canada,1998,22100
Canada,1999,23850
Canada,2000,25750
Canada,2001,27500
Canada,2002,30500
Canada,2003,32150
Canada,2004,35000
Canada,2005,38000
Canada,2006,40500
Canada,2007,45100
Canada,2008,50250
Canada,2009,57000
Canada,2010,65750
Canada,2011,80500
Canada,2012,108000
Canada,2013,116000
Canada,2014,140000
Canada,2015,162750
Canada,2016,182000
Bulgaria,1990,0
Bulgaria,1991,0
Bulgaria,1992,250
Bulgaria,1993,250
Bulgaria,1994,500
Bulgaria,1995,500
Bulgaria,1996,500
Bulgaria,1997,500
Bulgaria,1998,2750
Bulgaria,1999,9000
Bulgaria,2000,17750
Bulgaria,2001,24910
Bulgaria,2002,37150
Bulgaria,2003,43100
Bulgaria,2004,48250
Bulgaria,2005,49950
Bulgaria,2006,61150
Bulgaria,2007,89900
Bulgaria,2008,121700
Bulgaria,2009,117100
Bulgaria,2010,131100
Bulgaria,2011,143100
Bulgaria,2012,145600
Bulgaria,2013,149900
Bulgaria,2014,161000
Bulgaria,2015,158500
Bulgaria,2016,169200
Australia,1990,9000
Australia,1991,8000
Australia,1992,9500
Australia,1993,11500
Australia,1994,18500
Australia,1995,24000
Australia,1996,33750
Australia,1997,37250
Australia,1998,42200
Australia,1999,44000
Australia,2000,46000
Australia,2001,47000
Australia,2002,48500
Australia,2003,55500
Australia,2004,59750
Australia,2005,60750
Australia,2006,64250
Australia,2007,63000
Australia,2008,59500
Australia,2009,68100
Australia,2010,72250
Australia,2011,80750
Australia,2012,84150
Australia,2013,91350
Australia,2014,103350
Australia,2015,107250
Australia,2016,114000
Sweden,1990,13300
Sweden,1991,14500
Sweden,1992,17400
Sweden,1993,22900
Sweden,1994,27400
Sweden,1995,31000
Sweden,1996,34400
Sweden,1997,34050
Sweden,1998,39000
Sweden,1999,44500
Sweden,2000,49500
Sweden,2001,51600
Sweden,2002,51880
Sweden,2003,54600
Sweden,2004,47050
Sweden,2005,46300
Sweden,2006,50950
Sweden,2007,59300
Sweden,2008,65450
Sweden,2009,80930
Sweden,2010,84400
Sweden,2011,87250
Sweden,2012,97400
Sweden,2013,97500
Sweden,2014,95000
Sweden,2015,97000
Sweden,2016,100000
Poland,1990,250
Poland,1991,0
Poland,1992,250
Poland,1993,250
Poland,1994,800
Poland,1995,1000
Poland,1996,1000
Poland,1997,1250
Poland,1998,1900
Poland,1999,3250
Poland,2000,3750
Poland,2001,3750
Poland,2002,3900
Poland,2003,4700
Poland,2004,8000
Poland,2005,10250
Poland,2006,14000
Poland,2007,22400
Poland,2008,27200
Poland,2009,28100
Poland,2010,32250
Poland,2011,37000
Poland,2012,39550
Poland,2013,51250
Poland,2014,67500
Poland,2015,77900
Poland,2016,96750
Portugal,1990,1750
Portugal,1991,2400
Portugal,1992,2500
Portugal,1993,2900
Portugal,1994,3800
Portugal,1995,4200
Portugal,1996,8650
Portugal,1997,14550
Portugal,1998,21200
Portugal,1999,27000
Portugal,2000,32550
Portugal,2001,40750
Portugal,2002,44850
Portugal,2003,53200
Portugal,2004,59100
Portugal,2005,62250
Portugal,2006,63750
Portugal,2007,75750
Portugal,2008,81750
Portugal,2009,81500
Portugal,2010,91450
Portugal,2011,96200
Portugal,2012,91850
Portugal,2013,95300
Portugal,2014,93100
Portugal,2015,103050
Portugal,2016,95150
Slovakia,1990,
Slovakia,1991,
Slovakia,1992,
Slovakia,1993,
Slovakia,1994,0
Slovakia,1995,250
Slovakia,1996,750
Slovakia,1997,1750
Slovakia,1998,750
Slovakia,1999,1600
Slovakia,2000,1650
Slovakia,2001,2000
Slovakia,2002,2650
Slovakia,2003,3850
Slovakia,2004,5100
Slovakia,2005,5250
Slovakia,2006,5750
Slovakia,2007,6750
Slovakia,2008,7500
Slovakia,2009,10880
Slovakia,2010,12650
Slovakia,2011,18550
Slovakia,2012,27150
Slovakia,2013,34250
Slovakia,2014,46150
Slovakia,2015,61250
Slovakia,2016,75500
DF Nordic Countries - (All Countries),1990,19000
DF Nordic Countries - (All Countries),1991,28000
DF Nordic Countries - (All Countries),1992,29500
DF Nordic Countries - (All Countries),1993,31500
DF Nordic Countries - (All Countries),1994,31750
DF Nordic Countries - (All Countries),1995,33500
DF Nordic Countries - (All Countries),1996,34250
DF Nordic Countries - (All Countries),1997,29000
DF Nordic Countries - (All Countries),1998,38250
DF Nordic Countries - (All Countries),1999,40000
DF Nordic Countries - (All Countries),2000,26350
DF Nordic Countries - (All Countries),2001,32700
DF Nordic Countries - (All Countries),2002,28250
DF Nordic Countries - (All Countries),2003,27500
DF Nordic Countries - (All Countries),2004,28200
DF Nordic Countries - (All Countries),2005,29800
DF Nordic Countries - (All Countries),2006,32850
DF Nordic Countries - (All Countries),2007,44050
DF Nordic Countries - (All Countries),2008,56075
DF Nordic Countries - (All Countries),2009,52250
DF Nordic Countries - (All Countries),2010,57000
DF Nordic Countries - (All Countries),2011,70675
DF Nordic Countries - (All Countries),2012,72475
DF Nordic Countries - (All Countries),2013,75600
DF Nordic Countries - (All Countries),2014,76390
DF Nordic Countries - (All Countries),2015,69750
DF Nordic Countries - (All Countries),2016,72925
Denmark,1990,6800
Denmark,1991,6300
Denmark,1992,6000
Denmark,1993,6000
Denmark,1994,6750
Denmark,1995,7000
Denmark,1996,9500
Denmark,1997,9950
Denmark,1998,13000
Denmark,1999,14700
Denmark,2000,16000
Denmark,2001,18350
Denmark,2002,20000
Denmark,2003,27000
Denmark,2004,34300
Denmark,2005,37500
Denmark,2006,43000
Denmark,2007,45900
Denmark,2008,46300
Denmark,2009,49750
Denmark,2010,53000
Denmark,2011,48600
Denmark,2012,49670
Denmark,2013,49050
Denmark,2014,48230
Denmark,2015,62000
Denmark,2016,64400
Netherlands,1990,29000
Netherlands,1991,31000
Netherlands,1992,32600
Netherlands,1993,33100
Netherlands,1994,32600
Netherlands,1995,38400
Netherlands,1996,41500
Netherlands,1997,45600
Netherlands,1998,51150
Netherlands,1999,55150
Netherlands,2000,60000
Netherlands,2001,62600
Netherlands,2002,65500
Netherlands,2003,60250
Netherlands,2004,59500
Netherlands,2005,60000
Netherlands,2006,60000
Netherlands,2007,60500
Netherlands,2008,65750
Netherlands,2009,63750
Netherlands,2010,68450
Netherlands,2011,67700
Netherlands,2012,69850
Netherlands,2013,64100
Netherlands,2014,63000
Netherlands,2015,60700
Netherlands,2016,62250
Latvia,1990,
Latvia,1991,
Latvia,1992,0
Latvia,1993,250
Latvia,1994,500
Latvia,1995,750
Latvia,1996,1250
Latvia,1997,2500
Latvia,1998,4000
Latvia,1999,7250
Latvia,2000,6750
Latvia,2001,7000
Latvia,2002,6330
Latvia,2003,12450
Latvia,2004,15850
Latvia,2005,23750
Latvia,2006,33600
Latvia,2007,54250
Latvia,2008,60250
Latvia,2009,30450
Latvia,2010,34400
Latvia,2011,38900
Latvia,2012,43940
Latvia,2013,56000
Latvia,2014,58420
Latvia,2015,60170
Latvia,2016,60750
Greece,1990,5000
Greece,1991,6000
Greece,1992,9000
Greece,1993,14000
Greece,1994,17000
Greece,1995,20000
Greece,1996,29000
Greece,1997,34000
Greece,1998,35500
Greece,1999,39250
Greece,2000,43500
Greece,2001,44250
Greece,2002,46000
Greece,2003,45500
Greece,2004,45750
Greece,2005,45750
Greece,2006,45500
Greece,2007,46250
Greece,2008,44500
Greece,2009,43100
Greece,2010,37250
Greece,2011,36500
Greece,2012,38500
Greece,2013,44250
Greece,2014,47750
Greece,2015,51900
Greece,2016,60500
DF Russia,1990,
DF Russia,1991,
DF Russia,1992,
DF Russia,1993,
DF Russia,1994,
DF Russia,1995,
DF Russia,1996,
DF Russia,1997,
DF Russia,1998,
DF Russia,1999,
DF Russia,2000,
DF Russia,2001,3750
DF Russia,2002,6250
DF Russia,2003,8750
DF Russia,2004,8750
DF Russia,2005,10525
DF Russia,2006,11750
DF Russia,2007,27800
DF Russia,2008,37925
DF Russia,2009,45600
DF Russia,2010,54300
DF Russia,2011,85525
DF Russia,2012,103250
DF Russia,2013,119250
DF Russia,2014,93825
DF Russia,2015,60235
DF Russia,2016,58590
Ukraine,1990,
Ukraine,1991,
Ukraine,1992,
Ukraine,1993,
Ukraine,1994,
Ukraine,1995,0
Ukraine,1996,0
Ukraine,1997,250
Ukraine,1998,200
Ukraine,1999,150
Ukraine,2000,0
Ukraine,2001,250
Ukraine,2002,250
Ukraine,2003,500
Ukraine,2004,3250
Ukraine,2005,4750
Ukraine,2006,6750
Ukraine,2007,14000
Ukraine,2008,18750
Ukraine,2009,17550
Ukraine,2010,22500
Ukraine,2011,32750
Ukraine,2012,47800
Ukraine,2013,53500
Ukraine,2014,56700
Ukraine,2015,49200
Ukraine,2016,54500
DF British Isles (Inc. Ireland),1990,109000
DF British Isles (Inc. Ireland),1991,121000
DF British Isles (Inc. Ireland),1992,123000
DF British Isles (Inc. Ireland),1993,150500
DF British Isles (Inc. Ireland),1994,167750
DF British Isles (Inc. Ireland),1995,194000
DF British Isles (Inc. Ireland),1996,201000
DF British Isles (Inc. Ireland),1997,205250
DF British Isles (Inc. Ireland),1998,214000
DF British Isles (Inc. Ireland),1999,128250
DF British Isles (Inc. Ireland),2000,91500
DF British Isles (Inc. Ireland),2001,93500
DF British Isles (Inc. Ireland),2002,67000
DF British Isles (Inc. Ireland),2003,72500
DF British Isles (Inc. Ireland),2004,78250
DF British Isles (Inc. Ireland),2005,86500
DF British Isles (Inc. Ireland),2006,85750
DF British Isles (Inc. Ireland),2007,76250
DF British Isles (Inc. Ireland),2008,67000
DF British Isles (Inc. Ireland),2009,58250
DF British Isles (Inc. Ireland),2010,57500
DF British Isles (Inc. Ireland),2011,52600
DF British Isles (Inc. Ireland),2012,46200
DF British Isles (Inc. Ireland),2013,50350
DF British Isles (Inc. Ireland),2014,46010
DF British Isles (Inc. Ireland),2015,46210
DF British Isles (Inc. Ireland),2016,48675
DF Germany,1990,12500
DF Germany,1991,11000
DF Germany,1992,11000
DF Germany,1993,16000
DF Germany,1994,19750
DF Germany,1995,21000
DF Germany,1996,27000
DF Germany,1997,27500
DF Germany,1998,23000
DF Germany,1999,14500
DF Germany,2000,10250
DF Germany,2001,18250
DF Germany,2002,20250
DF Germany,2003,22000
DF Germany,2004,23750
DF Germany,2005,26000
DF Germany,2006,29000
DF Germany,2007,32150
DF Germany,2008,38550
DF Germany,2009,32250
DF Germany,2010,39500
DF Germany,2011,40500
DF Germany,2012,35295
DF Germany,2013,39355
DF Germany,2014,41950
DF Germany,2015,40150
DF Germany,2016,45615
Spain,1990,3000
Spain,1991,3000
Spain,1992,4000
Spain,1993,5000
Spain,1994,8750
Spain,1995,9750
Spain,1996,17250
Spain,1997,21000
Spain,1998,28000
Spain,1999,34250
Spain,2000,45250
Spain,2001,65750
Spain,2002,75500
Spain,2003,77500
Spain,2004,80250
Spain,2005,81500
Spain,2006,86250
Spain,2007,78500
Spain,2008,67500
Spain,2009,62500
Spain,2010,58000
Spain,2011,59250
Spain,2012,45750
Spain,2013,44250
Spain,2014,42250
Spain,2015,42500
Spain,2016,42700
DF US/Canada,1990,22000
DF US/Canada,1991,20000
DF US/Canada,1992,18000
DF US/Canada,1993,10250
DF US/Canada,1994,8750
DF US/Canada,1995,8750
DF US/Canada,1996,10000
DF US/Canada,1997,10000
DF US/Canada,1998,11750
DF US/Canada,1999,13500
DF US/Canada,2000,15500
DF US/Canada,2001,13250
DF US/Canada,2002,16500
DF US/Canada,2003,18000
DF US/Canada,2004,18250
DF US/Canada,2005,18500
DF US/Canada,2006,19750
DF US/Canada,2007,24000
DF US/Canada,2008,30500
DF US/Canada,2009,19550
DF US/Canada,2010,30500
DF US/Canada,2011,41550
DF US/Canada,2012,47950
DF US/Canada,2013,40200
DF US/Canada,2014,52350
DF US/Canada,2015,30700
DF US/Canada,2016,42480
Lithuania,1990,
Lithuania,1991,
Lithuania,1992,
Lithuania,1993,
Lithuania,1994,
Lithuania,1995,250
Lithuania,1996,250
Lithuania,1997,550
Lithuania,1998,450
Lithuania,1999,500
Lithuania,2000,700
Lithuania,2001,650
Lithuania,2002,700
Lithuania,2003,850
Lithuania,2004,1150
Lithuania,2005,2150
Lithuania,2006,5700
Lithuania,2007,10450
Lithuania,2008,9000
Lithuania,2009,6900
Lithuania,2010,6850
Lithuania,2011,11300
Lithuania,2012,13400
Lithuania,2013,17500
Lithuania,2014,23650
Lithuania,2015,33200
Lithuania,2016,35800
Norway,1990,3500
Norway,1991,3700
Norway,1992,4000
Norway,1993,4900
Norway,1994,5800
Norway,1995,6500
Norway,1996,8000
Norway,1997,9400
Norway,1998,11100
Norway,1999,12950
Norway,2000,14050
Norway,2001,16600
Norway,2002,19850
Norway,2003,21600
Norway,2004,23650
Norway,2005,26350
Norway,2006,26750
Norway,2007,27850
Norway,2008,29000
Norway,2009,31500
Norway,2010,32600
Norway,2011,30100
Norway,2012,30500
Norway,2013,31250
Norway,2014,32850
Norway,2015,32250
Norway,2016,34750
Japan,1990,4750
Japan,1991,5250
Japan,1992,6250
Japan,1993,9000
Japan,1994,10150
Japan,1995,8800
Japan,1996,9600
Japan,1997,8700
Japan,1998,9900
Japan,1999,9900
Japan,2000,9700
Japan,2001,9350
Japan,2002,9700
Japan,2003,9500
Japan,2004,8500
Japan,2005,9000
Japan,2006,10000
Japan,2007,11000
Japan,2008,8500
Japan,2009,9000
Japan,2010,10750
Japan,2011,11250
Japan,2012,17000
Japan,2013,19000
Japan,2014,17850
Japan,2015,27500
Japan,2016,30150
New Zealand,1990,3000
New Zealand,1991,3000
New Zealand,1992,2000
New Zealand,1993,2500
New Zealand,1994,2500
New Zealand,1995,3000
New Zealand,1996,3500
New Zealand,1997,4000
New Zealand,1998,5500
New Zealand,1999,6750
New Zealand,2000,7400
New Zealand,2001,9000
New Zealand,2002,9750
New Zealand,2003,10750
New Zealand,2004,10950
New Zealand,2005,11700
New Zealand,2006,13460
New Zealand,2007,12660
New Zealand,2008,13410
New Zealand,2009,15900
New Zealand,2010,16850
New Zealand,2011,16100
New Zealand,2012,16600
New Zealand,2013,18050
New Zealand,2014,21350
New Zealand,2015,23700
New Zealand,2016,30050
Italy,1990,8000
Italy,1991,7000
Italy,1992,7000
Italy,1993,10000
Italy,1994,13500
Italy,1995,16000
Italy,1996,17500
Italy,1997,33000
Italy,1998,37250
Italy,1999,37250
Italy,2000,38000
Italy,2001,46750
Italy,2002,59500
Italy,2003,63250
Italy,2004,62500
Italy,2005,43750
Italy,2006,42250
Italy,2007,33500
Italy,2008,24000
Italy,2009,22500
Italy,2010,20500
Italy,2011,21500
Italy,2012,18500
Italy,2013,23500
Italy,2014,23000
Italy,2015,25000
Italy,2016,29200
DF Rest of Africa,1990,
DF Rest of Africa,1991,
DF Rest of Africa,1992,
DF Rest of Africa,1993,
DF Rest of Africa,1994,
DF Rest of Africa,1995,
DF Rest of Africa,1996,
DF Rest of Africa,1997,
DF Rest of Africa,1998,
DF Rest of Africa,1999,
DF Rest of Africa,2000,5250
